No	k_macropore_multp	k_soil_multp	theta_sat_multp	aquiferBaseflowExp_multp	aquiferBaseflowRate_multp	qSurfScale_multp	summerLAI_multp	frozenPrecipMultip_multp	routingGammaScale_multp	routingGammaShape_multp	Fcapil_multp	thickness_multp	-KGE
9115	5.68E+01	7.06E+00	1.17E+00	3.57E+00	3.24E+01	2.00E+00	2.74E+00	8.34E-01	5.33E+00	8.98E-01	1.34E+00	4.05E+00	5.10E-02
9116	3.27E+01	2.79E+00	1.43E+00	3.53E+00	4.71E+01	1.62E+00	3.14E+00	7.53E-01	7.72E-01	1.10E+00	1.49E+00	3.41E+00	1.41E-02
9117	2.05E+00	1.02E-01	8.41E-01	2.11E+00	5.20E+01	1.64E+00	3.19E+00	9.37E-01	3.27E+00	1.12E+00	1.62E+00	3.91E+00	-2.37E-01
9118	2.25E+01	5.97E+00	1.34E+00	4.68E+00	6.57E+01	8.56E-01	3.26E+00	1.48E+00	8.08E+00	1.15E+00	1.15E+00	2.07E+00	-1.04E-01
9119	6.78E+01	4.34E+00	1.18E+00	3.86E+00	3.52E+01	8.39E-01	6.87E-01	8.73E-01	4.24E+00	8.91E-01	1.26E+00	6.91E+00	-6.76E-02
9120	7.01E+00	4.42E+00	1.38E+00	4.44E+00	4.82E+01	9.64E-01	5.09E-01	6.60E-01	8.74E-01	1.07E+00	1.53E+00	3.20E+00	2.28E-01
9121	9.42E+00	8.61E-01	1.37E+00	2.80E+00	3.40E+01	1.08E+00	1.50E+00	8.88E-01	2.31E+00	1.13E+00	1.30E+00	5.21E+00	-2.80E-01
9122	1.71E+01	4.69E+00	1.10E+00	2.06E+00	2.99E+01	1.17E-01	6.09E-01	8.69E-01	6.66E+00	8.00E-01	5.33E-01	1.11E+00	-4.99E-01
9123	4.77E+01	2.89E+00	1.03E+00	3.00E+00	7.69E+00	4.36E-01	3.29E+00	6.71E-01	3.28E+00	1.12E+00	1.19E+00	4.89E+00	1.32E-01
9124	3.23E+01	1.01E+00	8.58E-01	2.96E+00	9.58E+01	1.61E+00	8.43E-01	6.29E-01	4.61E+00	1.07E+00	8.81E-01	5.57E+00	-1.69E-02
9125	3.60E+01	4.79E+00	1.26E+00	1.02E+00	1.27E+01	1.79E+00	2.98E+00	1.08E+00	7.79E+00	8.99E-01	3.25E-01	9.23E-01	-5.42E-01
9126	7.14E+01	4.74E+00	9.09E-01	2.19E+00	6.59E+01	7.49E-01	1.74E+00	6.36E-01	7.67E+00	1.13E+00	1.20E+00	6.20E+00	3.43E-01
9127	5.72E+01	6.21E+00	1.40E+00	2.02E+00	6.89E+01	1.08E+00	5.96E-01	1.22E+00	2.21E+00	8.76E-01	2.88E-01	5.03E+00	-5.26E-01
9128	8.86E+01	7.69E-01	1.14E+00	3.71E+00	1.64E+01	1.62E+00	1.67E+00	5.35E-01	4.03E+00	9.66E-01	7.10E-01	4.81E+00	3.15E-01
9129	9.43E+01	5.29E+00	9.88E-01	1.21E+00	9.25E+01	6.54E-01	2.79E+00	1.31E+00	4.24E+00	9.23E-01	9.54E-01	4.32E+00	-5.98E-01
9130	1.16E+01	2.46E-01	1.24E+00	2.81E+00	4.39E+01	1.96E+00	5.49E-01	7.45E-01	4.30E+00	1.11E+00	3.16E-01	5.75E-01	-3.90E-01
9131	7.45E+01	4.78E+00	1.02E+00	3.07E+00	7.00E+00	1.70E+00	2.94E-01	5.13E-01	5.88E+00	9.31E-01	4.21E-01	3.77E+00	7.23E-01
9132	6.47E+01	1.21E-01	1.04E+00	7.97E-01	3.15E+01	1.69E+00	2.16E+00	9.31E-01	8.70E+00	9.07E-01	1.58E+00	2.30E+00	-3.54E-01
9133	8.95E+01	6.76E+00	1.44E+00	4.82E+00	3.48E+01	1.66E+00	1.34E+00	1.42E+00	8.14E+00	1.16E+00	1.07E+00	1.04E+00	-3.29E-02
9134	2.48E+01	8.37E-01	1.20E+00	3.52E+00	8.90E+01	1.31E+00	2.48E+00	1.14E+00	3.22E+00	8.14E-01	4.77E-01	2.87E+00	-4.41E-01
9135	8.84E+01	2.16E+00	1.10E+00	2.60E+00	6.21E+01	1.14E+00	3.25E+00	7.69E-01	5.79E+00	9.18E-01	6.69E-01	6.56E+00	-1.04E-01
9136	1.39E+01	7.06E+00	1.04E+00	5.31E-01	2.52E+01	5.44E-01	1.05E+00	1.00E+00	3.79E+00	1.15E+00	4.24E-01	1.98E+00	-6.29E-01
9137	5.19E+01	6.57E+00	1.43E+00	4.25E+00	9.50E+01	2.29E-01	7.31E-01	1.33E+00	4.06E+00	1.05E+00	6.19E-01	2.05E-01	-1.66E-01
9138	1.84E+01	2.04E+00	1.02E+00	3.92E+00	5.72E+01	1.26E+00	2.16E+00	1.21E+00	6.12E+00	1.19E+00	1.24E+00	6.34E+00	-3.64E-01
9139	2.35E+01	2.96E-01	1.07E+00	3.23E+00	8.98E+01	1.07E+00	2.90E+00	9.17E-01	4.52E+00	1.11E+00	5.43E-01	2.95E+00	-1.89E-01
9140	9.03E+01	3.07E+00	1.14E+00	2.44E+00	6.67E+01	5.14E-01	3.26E+00	5.27E-01	9.15E+00	1.05E+00	3.81E-01	3.53E-01	1.38E-01
9141	5.17E+01	3.29E-01	1.25E+00	1.82E+00	2.84E+01	1.46E+00	1.38E+00	6.80E-01	6.71E+00	9.29E-01	3.75E-01	1.67E-01	-4.72E-01
9142	1.50E+01	3.91E+00	1.46E+00	4.83E+00	4.45E+01	1.07E+00	3.26E-01	8.49E-01	9.53E+00	1.03E+00	1.34E+00	4.59E+00	3.83E-01
9143	8.16E+01	5.46E+00	1.26E+00	3.79E+00	3.83E+01	1.58E+00	2.57E+00	1.40E+00	8.28E+00	9.56E-01	4.58E-01	8.60E-01	-5.87E-02
9144	1.16E+01	4.38E+00	1.02E+00	4.03E+00	9.28E+01	8.70E-01	2.67E+00	5.78E-01	9.70E+00	1.09E+00	2.25E-01	3.09E+00	1.05E+00
9145	6.17E+01	4.11E+00	1.13E+00	3.89E+00	4.13E+01	3.34E-01	5.01E-01	1.34E+00	5.70E+00	1.08E+00	1.46E+00	1.86E+00	-2.78E-01
9146	2.78E+01	6.37E+00	9.41E-01	3.28E+00	6.42E+01	1.72E+00	1.97E+00	6.48E-01	1.66E+00	8.58E-01	1.01E+00	3.45E+00	1.51E-01
9147	1.07E+01	3.33E+00	1.05E+00	2.09E+00	3.74E+00	1.77E+00	7.07E-01	7.47E-01	6.60E+00	8.65E-01	4.45E-01	2.28E-01	-2.97E-01
9148	2.56E+01	4.75E+00	9.76E-01	4.05E+00	8.25E+01	4.35E-01	1.13E+00	6.03E-01	1.06E+00	1.00E+00	1.25E+00	5.46E+00	1.78E-01
9149	3.19E+01	4.87E+00	1.48E+00	2.37E+00	1.84E+01	1.37E+00	5.18E-01	1.05E+00	9.94E+00	8.16E-01	2.78E-01	3.35E+00	7.17E-02
9150	4.88E+01	5.19E-01	8.36E-01	2.27E+00	3.84E+01	1.87E+00	1.12E+00	1.09E+00	7.54E-01	1.01E+00	8.47E-01	2.68E+00	-5.01E-01
9151	8.99E+01	2.49E+00	1.44E+00	4.70E+00	4.49E+01	5.05E-01	2.64E+00	1.27E+00	9.21E+00	1.10E+00	4.42E-01	8.17E-01	-1.43E-01
9152	4.36E+01	2.47E+00	1.27E+00	2.43E+00	3.79E+01	1.46E+00	2.94E+00	1.37E+00	7.94E+00	1.16E+00	5.57E-01	1.34E+00	-2.12E-01
9153	8.33E+01	4.30E+00	1.35E+00	4.54E+00	1.21E+01	4.56E-01	8.61E-01	5.20E-01	5.65E+00	8.66E-01	1.60E+00	1.24E-01	4.70E-02
9154	3.49E+01	5.20E+00	1.02E+00	1.69E+00	1.51E+01	6.94E-02	2.69E+00	1.25E+00	4.68E+00	9.63E-01	1.51E+00	4.05E+00	-4.66E-01
9155	4.10E+01	5.37E+00	1.35E+00	1.99E+00	5.00E+01	1.92E+00	1.45E+00	1.44E+00	3.07E+00	8.36E-01	7.13E-01	5.02E+00	-4.40E-01
9156	8.19E+01	1.81E+00	1.20E+00	3.25E+00	1.42E+01	1.62E+00	2.63E+00	1.48E+00	4.09E+00	1.02E+00	1.48E+00	3.88E+00	-3.33E-01
9157	7.75E+01	1.00E+00	1.19E+00	2.01E+00	2.97E+01	1.00E+00	1.15E+00	1.21E+00	2.51E+00	8.49E-01	2.23E-01	5.48E+00	-6.74E-01
9158	8.44E+00	3.43E+00	1.29E+00	2.23E+00	5.63E+01	1.05E-01	2.13E-01	8.83E-01	2.95E+00	1.04E+00	1.66E+00	3.20E+00	-4.73E-01
9159	3.83E+01	5.70E+00	1.11E+00	3.32E+00	9.15E+01	9.15E-01	1.23E+00	1.50E+00	9.26E+00	8.19E-01	7.42E-01	3.62E+00	-1.96E-01
9160	8.99E+00	3.24E+00	1.42E+00	2.20E+00	5.60E+00	1.73E+00	2.70E+00	9.72E-01	6.51E+00	8.86E-01	6.02E-01	7.25E+00	1.20E-02
9161	4.93E+01	4.56E+00	8.90E-01	4.57E+00	5.17E+01	1.10E+00	2.04E+00	1.40E+00	3.42E+00	8.10E-01	9.55E-01	1.89E+00	-2.62E-01
9162	4.77E+01	6.42E+00	9.95E-01	2.31E+00	9.41E+01	1.28E+00	2.97E+00	5.31E-01	9.05E-01	1.10E+00	7.80E-01	1.06E+00	-6.53E-03
9163	6.27E+01	1.62E+00	1.24E+00	1.74E+00	4.31E+01	1.80E+00	8.64E-01	1.42E+00	5.37E+00	9.42E-01	1.41E+00	4.13E-01	-2.89E-01
9164	9.44E+01	1.19E+00	1.09E+00	4.23E+00	5.78E+01	1.12E+00	2.93E+00	6.95E-01	1.32E+00	9.30E-01	1.59E+00	3.97E+00	-3.04E-02
9165	8.97E+01	3.19E+00	1.47E+00	1.55E+00	4.64E+01	9.60E-01	1.61E+00	1.44E+00	3.76E+00	1.09E+00	6.83E-01	2.32E+00	-6.17E-01
9166	3.69E+01	1.74E+00	1.06E+00	2.53E+00	9.98E+01	1.51E+00	1.96E+00	1.13E+00	9.68E+00	8.79E-01	1.52E+00	2.97E+00	-2.03E-01
9167	9.65E+00	1.20E+00	1.04E+00	3.33E+00	5.13E+01	3.20E-01	2.26E+00	9.10E-01	5.94E+00	1.05E+00	1.13E+00	4.51E-01	-5.28E-01
9168	1.02E+01	9.70E-01	1.50E+00	2.62E+00	8.61E+01	6.94E-01	2.61E+00	7.30E-01	5.81E+00	8.49E-01	1.19E+00	4.25E+00	1.47E-01
9169	8.74E+01	1.97E+00	9.60E-01	4.29E+00	4.64E+01	2.17E-01	8.07E-01	1.06E+00	2.65E+00	1.03E+00	4.50E-01	5.69E+00	-5.39E-01
9170	6.97E+01	6.10E+00	8.52E-01	1.73E+00	9.72E+01	1.45E+00	2.83E+00	1.35E+00	9.88E+00	8.19E-01	1.20E+00	3.36E+00	-4.00E-01
9171	1.47E+01	6.67E+00	8.34E-01	2.32E+00	4.94E+01	4.20E-01	5.89E-01	7.10E-01	7.80E-01	9.43E-01	9.41E-01	4.17E+00	-1.84E-01
9172	1.81E+01	6.30E+00	9.32E-01	1.09E+00	2.34E+01	4.67E-01	3.14E+00	1.43E+00	8.40E-01	1.19E+00	4.75E-01	3.96E-01	1.08E-02
9173	7.03E+01	4.52E-01	1.43E+00	3.61E+00	1.01E+01	1.17E+00	4.80E-01	7.49E-01	5.15E+00	8.62E-01	1.15E+00	8.12E-02	-2.10E-01
9174	4.83E+01	7.74E-01	1.08E+00	7.21E-01	8.06E+01	4.87E-01	9.88E-01	6.56E-01	9.59E+00	1.03E+00	7.98E-01	8.53E-01	-3.13E-01
9175	3.58E+01	5.96E+00	9.70E-01	2.42E+00	1.87E+01	1.47E+00	3.30E+00	8.67E-01	6.12E+00	8.59E-01	9.14E-01	6.21E+00	-1.18E-01
9176	3.74E+01	3.19E+00	1.35E+00	2.52E+00	4.23E+01	1.96E+00	1.65E+00	6.26E-01	4.22E-01	9.55E-01	1.39E+00	1.03E+00	-1.23E-01
9177	9.69E+01	6.89E+00	1.08E+00	2.66E+00	1.16E+01	9.17E-02	1.61E+00	9.74E-01	8.67E+00	1.08E+00	1.52E+00	4.39E-01	-1.69E-01
9178	6.30E+01	2.60E+00	1.44E+00	3.48E+00	7.45E+01	1.45E+00	2.65E+00	1.21E+00	6.87E+00	8.71E-01	4.56E-01	5.90E+00	-3.79E-01
9179	2.15E+01	4.87E+00	1.01E+00	8.63E-01	3.73E+01	3.67E-01	4.48E-01	1.30E+00	7.51E-01	1.02E+00	1.42E+00	8.15E-01	-1.67E-01
9180	6.04E+01	1.68E+00	1.41E+00	7.97E-01	6.36E+01	1.50E+00	2.04E+00	1.08E+00	9.08E+00	8.03E-01	7.77E-01	3.60E+00	-6.69E-01
9181	5.61E+01	2.10E+00	1.29E+00	3.58E+00	6.10E+01	1.27E+00	7.36E-01	5.94E-01	7.32E+00	1.04E+00	3.81E-01	3.97E+00	4.92E-01
9182	8.31E+01	3.18E+00	1.29E+00	4.05E+00	1.73E+00	2.43E-01	3.00E+00	1.12E+00	3.46E+00	1.10E+00	1.20E+00	7.18E+00	-2.97E-01
9183	2.09E+01	5.55E+00	1.47E+00	4.72E+00	3.67E+01	2.06E-01	1.58E+00	6.98E-01	5.37E+00	8.66E-01	1.65E+00	4.07E+00	2.68E-01
9184	9.36E+00	4.73E+00	1.18E+00	3.17E+00	1.94E+01	7.88E-01	1.00E+00	7.86E-01	9.84E+00	1.15E+00	1.58E+00	2.04E+00	3.36E-01
9185	9.68E+01	4.08E+00	9.63E-01	8.54E-01	3.97E+01	1.12E+00	7.84E-01	6.74E-01	3.75E-01	1.04E+00	1.11E+00	6.55E+00	-2.61E-01
9186	3.46E+01	3.85E+00	1.02E+00	6.09E-01	4.42E+00	1.37E+00	2.62E+00	6.38E-01	3.44E+00	9.27E-01	1.26E+00	3.94E+00	-1.61E-01
9187	7.04E+01	2.88E-01	1.38E+00	3.60E+00	8.96E+01	1.53E+00	3.20E+00	1.36E+00	3.33E+00	8.65E-01	1.58E+00	5.34E+00	-3.07E-01
9188	7.20E+01	1.33E+00	1.43E+00	3.87E+00	7.82E+01	1.06E+00	2.12E+00	6.29E-01	6.92E-01	1.17E+00	3.96E-01	8.13E-01	-1.93E-01
9189	5.21E+01	6.29E+00	1.36E+00	3.11E+00	7.94E+01	1.89E+00	2.28E+00	8.91E-01	8.85E+00	1.17E+00	6.56E-01	1.08E+00	4.93E-02
9190	8.98E+01	5.70E+00	8.94E-01	4.55E+00	7.61E+00	1.51E+00	2.66E+00	6.21E-01	3.65E+00	1.02E+00	9.06E-01	1.00E+00	-1.56E-01
9191	8.53E+01	5.94E+00	1.21E+00	2.68E+00	9.18E+01	2.87E-01	3.33E+00	1.08E+00	9.84E+00	8.14E-01	1.47E+00	3.07E+00	5.49E-02
9192	2.64E+01	4.24E+00	1.25E+00	1.15E+00	5.80E+01	1.73E+00	2.69E+00	6.01E-01	7.41E+00	1.04E+00	1.19E+00	3.94E+00	1.04E-01
9193	5.43E+01	2.67E+00	1.45E+00	2.42E+00	2.92E+01	5.14E-01	1.89E+00	6.89E-01	5.15E-01	1.07E+00	3.01E-01	9.16E-01	-3.04E-01
9194	4.20E+01	6.37E+00	9.87E-01	4.00E+00	4.48E+01	1.47E+00	3.03E+00	1.21E+00	3.26E+00	1.01E+00	1.45E+00	6.63E+00	-3.13E-01
9195	3.92E+01	4.79E+00	8.25E-01	1.09E+00	2.63E+01	1.37E+00	2.21E+00	1.31E+00	5.73E-01	1.03E+00	5.17E-01	2.53E+00	-6.25E-01
9196	8.34E+01	5.76E+00	1.18E+00	4.44E+00	4.71E+01	1.24E+00	3.31E+00	1.39E+00	5.11E+00	8.93E-01	1.17E+00	7.02E+00	-2.16E-01
9197	9.65E+01	4.17E+00	1.28E+00	1.78E+00	1.08E+01	1.05E+00	6.17E-01	1.00E+00	1.94E+00	8.74E-01	1.11E+00	3.33E+00	-3.75E-01
9198	4.01E+01	4.21E+00	1.27E+00	4.58E+00	8.17E+01	6.57E-01	2.87E+00	1.28E+00	9.00E+00	1.01E+00	2.67E-01	1.05E-01	-1.47E-01
9199	4.70E+00	1.85E+00	1.17E+00	1.55E+00	4.36E+01	2.94E-01	2.27E+00	8.04E-01	4.37E+00	1.17E+00	4.95E-01	2.32E+00	-3.65E-01
9200	4.25E+01	3.43E+00	8.40E-01	3.72E+00	2.56E+01	1.23E+00	1.59E+00	1.16E+00	2.03E+00	8.52E-01	1.01E+00	1.35E-01	-2.25E-01
9201	4.51E+01	3.08E+00	1.36E+00	2.08E+00	9.49E+01	1.72E+00	1.19E+00	1.50E+00	1.20E+00	1.15E+00	5.10E-01	4.06E+00	-5.11E-01
9202	3.79E+01	3.37E+00	1.13E+00	3.08E+00	5.94E+01	5.82E-02	1.95E+00	5.45E-01	4.49E+00	9.51E-01	7.60E-01	2.92E+00	1.71E-01
9203	2.39E+01	5.42E+00	1.09E+00	2.07E+00	6.19E+01	1.24E+00	2.99E+00	1.12E+00	5.31E+00	1.10E+00	2.55E-01	2.78E+00	-4.30E-01
9204	8.19E+01	5.78E+00	1.26E+00	2.13E+00	5.72E+01	1.27E+00	5.39E-01	1.45E+00	1.05E+00	1.05E+00	9.54E-01	5.09E+00	-3.56E-01
9205	6.36E+01	8.52E-01	1.32E+00	8.54E-01	4.88E+01	2.78E-01	1.57E+00	1.23E+00	8.85E+00	1.14E+00	2.82E-01	3.73E+00	-5.31E-01
9206	3.00E+01	6.22E+00	1.07E+00	1.33E+00	7.25E+01	8.91E-01	2.29E+00	7.00E-01	4.20E+00	1.13E+00	4.69E-01	1.06E+00	-4.33E-01
9207	9.98E+01	4.16E+00	1.29E+00	4.94E+00	5.95E+01	1.18E+00	1.83E+00	7.46E-01	6.52E+00	8.25E-01	1.65E+00	2.46E+00	1.31E-01
9208	6.88E+01	5.53E+00	1.39E+00	9.59E-01	5.82E+01	8.77E-02	8.01E-01	1.08E+00	6.14E+00	1.17E+00	1.02E+00	1.55E+00	-6.58E-01
9209	5.02E+01	9.02E-01	1.13E+00	1.18E+00	1.79E+01	8.96E-01	1.60E+00	7.79E-01	8.71E+00	8.51E-01	9.58E-01	3.46E+00	-2.95E-01
9210	5.77E+01	4.97E+00	1.08E+00	1.34E+00	6.09E+01	1.89E+00	1.31E+00	6.11E-01	6.86E-01	1.14E+00	5.60E-01	1.80E+00	-1.20E-01
9211	2.86E+01	5.34E+00	1.18E+00	1.20E+00	8.68E+01	1.10E-01	2.07E+00	5.37E-01	4.64E+00	1.19E+00	3.37E-01	9.22E-01	-2.03E-01
9212	1.71E+01	5.28E+00	1.01E+00	1.19E+00	7.68E+01	3.03E-01	1.89E+00	6.64E-01	4.78E+00	8.59E-01	1.62E+00	1.89E+00	-2.98E-01
9213	6.44E+01	1.33E-01	9.68E-01	2.40E+00	4.47E+00	1.89E+00	3.94E-01	7.16E-01	6.82E+00	9.56E-01	7.21E-01	3.32E+00	2.16E-01
9214	5.33E+01	6.72E+00	1.24E+00	5.26E-01	8.52E+00	1.17E+00	8.61E-01	1.27E+00	5.04E+00	1.01E+00	1.45E+00	5.23E+00	-4.95E-01
9215	9.19E+00	4.30E+00	1.21E+00	3.46E+00	2.88E+01	2.23E-01	2.07E+00	1.43E+00	1.20E+00	1.13E+00	6.97E-01	1.19E+00	-7.70E-03
9216	4.07E+01	5.56E+00	9.55E-01	3.80E+00	6.20E+00	3.79E-01	2.21E+00	5.44E-01	5.24E+00	9.34E-01	4.79E-01	7.25E+00	4.62E-01
9217	5.00E+01	4.67E+00	1.07E+00	2.27E+00	1.54E+01	3.80E-01	2.94E+00	1.08E+00	4.11E+00	9.30E-01	2.21E-01	1.74E+00	-4.84E-01
9218	1.64E+01	4.90E+00	1.49E+00	2.67E+00	8.16E+01	1.28E+00	1.79E+00	7.23E-01	4.13E+00	1.09E+00	1.60E+00	3.48E+00	9.79E-02
9219	9.10E+01	4.47E+00	1.17E+00	2.43E+00	9.56E+01	1.45E+00	1.38E+00	9.56E-01	3.75E+00	1.11E+00	1.44E+00	3.87E+00	-3.28E-01
9220	2.06E+01	1.78E+00	1.41E+00	3.26E+00	9.69E+01	1.63E+00	2.77E-01	1.38E+00	4.38E+00	1.04E+00	6.28E-01	2.89E+00	-5.21E-01
9221	3.16E+01	5.19E+00	1.40E+00	3.58E+00	4.94E+01	1.39E+00	6.94E-01	9.50E-01	4.29E+00	9.23E-01	1.38E+00	3.56E+00	-1.37E-01
9222	4.45E+01	2.91E+00	1.30E+00	1.68E+00	9.72E+01	8.19E-01	2.98E+00	6.78E-01	6.47E+00	1.10E+00	1.35E+00	4.53E+00	2.17E-03
9223	5.62E+01	6.27E+00	1.16E+00	4.97E+00	4.69E+01	1.60E+00	1.27E+00	1.28E+00	5.23E+00	8.90E-01	8.71E-01	1.47E-01	-1.45E-01
9224	9.16E+01	4.88E+00	1.14E+00	2.03E+00	9.85E+01	5.59E-01	2.73E+00	9.30E-01	6.75E+00	1.01E+00	1.20E+00	4.76E+00	-3.10E-01
9225	1.58E+01	4.72E+00	9.44E-01	2.61E+00	2.42E+01	3.04E-01	9.31E-01	1.45E+00	4.58E+00	1.02E+00	9.51E-01	3.67E+00	-3.30E-01
9226	9.23E+01	4.22E+00	1.38E+00	3.05E+00	3.34E+01	1.23E+00	5.99E-01	1.40E+00	4.92E+00	1.07E+00	1.50E+00	7.04E+00	-3.05E-01
9227	4.67E+01	2.00E+00	1.33E+00	4.93E+00	4.96E+01	4.35E-01	3.33E+00	9.12E-01	8.88E+00	9.84E-01	1.29E+00	6.43E+00	-7.69E-02
9228	4.83E+01	5.46E+00	1.37E+00	4.86E+00	4.29E+01	1.40E+00	3.08E+00	1.40E+00	9.69E+00	1.07E+00	1.49E+00	3.45E+00	-1.67E-01
9229	8.75E+01	6.32E+00	1.42E+00	3.93E+00	3.41E+01	1.26E+00	2.11E+00	5.74E-01	2.08E+00	1.17E+00	8.84E-01	2.18E+00	3.99E-01
9230	9.28E+01	3.81E+00	1.03E+00	2.77E+00	3.97E+01	1.78E+00	1.39E+00	1.38E+00	6.50E+00	8.90E-01	1.44E+00	6.02E-01	-1.30E-01
9231	9.21E+01	5.57E+00	1.48E+00	4.51E+00	4.40E+01	1.71E+00	1.18E+00	8.14E-01	7.35E+00	8.92E-01	2.80E-01	5.86E-01	-1.75E-01
9232	8.60E+01	5.11E+00	9.24E-01	7.70E-01	6.45E+01	1.26E+00	1.17E+00	1.07E+00	1.60E+00	1.06E+00	2.83E-01	4.07E+00	-7.24E-01
9233	5.44E+01	3.58E+00	1.12E+00	1.35E+00	7.18E+01	5.73E-01	8.86E-01	1.14E+00	6.34E-01	8.94E-01	9.61E-01	3.66E+00	-6.83E-01
9234	8.84E+00	6.35E+00	1.37E+00	4.19E+00	1.15E+01	1.77E+00	2.98E+00	1.48E+00	5.97E+00	8.16E-01	2.19E-01	1.79E+00	-1.01E-01
9235	1.41E+01	3.55E+00	1.35E+00	3.86E+00	9.20E+00	1.57E+00	7.94E-01	1.29E+00	5.43E+00	1.15E+00	1.44E+00	7.02E+00	-1.90E-01
9236	6.65E+01	2.81E+00	1.37E+00	4.18E+00	4.34E+00	1.78E+00	1.22E+00	1.09E+00	3.88E+00	1.12E+00	1.33E+00	7.84E-01	-3.72E-01
9237	7.45E+00	3.68E-01	1.33E+00	1.08E+00	2.78E+01	5.54E-01	2.07E+00	8.66E-01	1.62E+00	9.72E-01	4.47E-01	2.02E+00	-4.84E-01
9238	8.40E+01	6.95E+00	1.03E+00	1.50E+00	7.65E+01	1.65E-01	1.08E+00	1.34E+00	1.24E+00	8.25E-01	1.62E+00	2.92E+00	-5.24E-01
9239	3.31E+01	4.25E+00	1.34E+00	2.68E+00	1.88E+00	1.89E+00	2.51E+00	8.32E-01	3.58E-01	1.20E+00	5.22E-01	1.12E+00	-1.57E-01
9240	2.78E+01	2.77E+00	1.46E+00	4.75E+00	3.32E+01	1.08E+00	2.18E+00	6.73E-01	5.09E+00	1.18E+00	7.58E-01	2.02E+00	3.72E-01
9241	2.28E+00	5.16E+00	8.98E-01	1.12E+00	7.78E+01	1.69E-01	1.77E+00	6.10E-01	6.68E+00	9.16E-01	1.06E+00	5.05E+00	-1.70E-01
9242	2.35E+01	2.55E+00	8.35E-01	1.67E+00	3.47E+01	5.20E-01	1.36E+00	1.12E+00	6.36E+00	9.36E-01	1.02E+00	7.11E+00	-7.18E-01
9243	8.75E+01	1.65E+00	9.18E-01	2.21E+00	1.72E+01	1.07E+00	2.16E+00	6.95E-01	2.56E+00	1.10E+00	6.66E-01	2.47E-01	-6.07E-01
9244	8.32E+01	6.20E+00	9.17E-01	2.73E+00	1.52E+01	1.47E+00	6.03E-01	8.87E-01	8.82E-01	8.78E-01	1.14E+00	3.17E+00	-2.41E-01
9245	3.52E+01	8.99E-01	9.63E-01	2.51E+00	1.50E+01	6.58E-01	2.73E-01	8.08E-01	9.77E+00	9.03E-01	1.33E+00	1.65E+00	-4.65E-02
9246	4.48E+01	4.67E-01	8.59E-01	8.61E-01	3.95E+01	1.25E+00	1.53E-01	7.70E-01	8.44E+00	8.73E-01	1.14E+00	1.58E-01	-6.07E-01
9247	8.55E+01	4.06E+00	1.47E+00	4.70E+00	7.58E+01	1.19E+00	1.20E+00	7.06E-01	6.52E+00	9.64E-01	5.96E-01	3.72E-01	-1.69E-01
9248	3.08E+00	2.42E+00	1.04E+00	4.43E+00	5.13E+01	1.93E+00	2.96E+00	7.27E-01	2.69E+00	8.39E-01	4.50E-01	2.36E+00	-8.13E-03
9249	1.38E+01	3.28E+00	8.99E-01	4.04E+00	8.62E+01	8.03E-01	2.77E+00	1.39E+00	7.29E+00	8.57E-01	1.32E+00	1.80E+00	-2.74E-01
9250	4.01E+01	4.71E-01	9.40E-01	4.34E+00	6.02E+01	1.39E+00	1.16E+00	1.24E+00	1.91E+00	8.51E-01	9.03E-01	2.06E+00	-2.74E-01
9251	9.09E+01	5.24E+00	8.70E-01	2.51E+00	5.98E+01	1.84E+00	1.34E+00	1.45E+00	4.42E-01	1.04E+00	7.64E-01	1.40E+00	-1.43E-01
9252	9.25E+01	3.47E+00	1.16E+00	4.56E+00	7.36E+01	5.56E-01	4.02E-01	6.37E-01	3.34E+00	9.16E-01	1.65E+00	6.85E+00	1.64E-01
9253	9.82E+01	2.47E+00	1.28E+00	1.24E+00	4.66E+01	3.45E-01	1.47E+00	8.75E-01	8.94E+00	1.00E+00	1.40E+00	3.64E+00	-2.32E-01
9254	4.24E+01	1.65E+00	1.12E+00	2.56E+00	8.26E+01	1.68E+00	2.15E+00	1.25E+00	3.25E+00	8.55E-01	1.15E+00	4.52E-01	-3.79E-01
9255	3.04E+01	7.15E+00	8.76E-01	4.39E+00	5.29E+01	1.86E+00	1.32E+00	6.25E-01	3.99E-01	8.44E-01	6.03E-01	6.26E+00	2.29E-01
9256	6.20E+01	5.92E+00	1.35E+00	1.25E+00	4.18E+01	4.24E-01	2.98E+00	6.63E-01	2.46E+00	9.60E-01	6.14E-01	2.41E+00	-2.58E-02
9257	3.14E+01	1.31E+00	9.59E-01	1.01E+00	1.94E+01	1.19E+00	1.56E+00	1.27E+00	5.92E+00	9.07E-01	8.79E-01	6.37E+00	-7.67E-01
9258	1.38E+01	6.88E+00	1.13E+00	6.72E-01	5.50E+01	1.97E+00	2.12E+00	6.70E-01	8.12E+00	9.61E-01	6.71E-01	1.72E+00	-9.26E-02
9259	6.06E+01	1.70E+00	1.09E+00	4.30E+00	6.30E+01	1.38E+00	5.58E-01	1.44E+00	8.65E+00	9.46E-01	2.52E-01	4.69E-01	-1.15E-01
9260	8.37E+01	4.36E+00	1.49E+00	3.41E+00	6.68E-01	6.46E-01	2.92E+00	1.11E+00	5.50E+00	9.06E-01	8.53E-01	1.34E+00	-1.83E-01
